Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,cluster_id
50,0,0.531857846,0.588693851,0.584667273,0.611907061,0.612353882,0.999139404,0.79760458,0.809496803,0.303543862,0.781768852,0.000130207,8130000000.0,0.468656216,0.000242024,0.102237069,0.205722473,0.205722473,0.205722473,0.244398223,0.332284077,0.032881105,0.12262845,0.196580553,0.022067433,0.848006818,0.689356928,0.689356928,0.217588178,69300000.0,0.00046515,0.263837409,0.385445773,0.011626173,0.008924661,0.630796496,0.00588187,0.115760196,0.884239804,0.005369281,0.374087138,0.005365848,0.122583745,0.195565945,0.402519751,0.106446777,0.00048492,0.013040898,745000000.0,0.000192907,0.027903226,0.021039026,0.404468465,0.01538103,0.8267134,0.465773246,0.576737307,0.185517389,0.009097066,0.010522325,0.093283784,0.35729634,0.277209717,0.006882385,0.758790257,0.737089849,0.330225453,0.004780242,0.945598308,0.002537102,0.017845464,0.000221808,0.000182888,0.593992145,0.00019534,0.67159116,0.302918539,0.758790257,0.330225453,0.115205033,0.666105287,0.464335618,0.627452907,0.318119618,0.025166693,0,0.828043421,0.00354985,0.624240547,0.611904114,0.842485303,0.279044863,0.026827787,0.565327207,1,0.032416087,5
64,0,0.551747672,0.603576101,0.602120028,0.607575779,0.607611813,0.999123921,0.797629757,0.809511645,0.303620481,0.781775449,6960000000.0,2600000000.0,0.468387811,0.000339034,0.133616763,0.226623404,0.226623404,0.226623404,0.254419968,0.333663436,0.042530665,0.127595473,0.208480832,0.022137172,0.848074449,0.689552383,0.689550248,0.21760847,8940000000.0,0.000505276,0.264419423,0.385725197,0.007250523,0.005721864,0.630736565,0.005284564,0.108292771,0.891707229,0.005271395,0.372109877,0.005365848,0.127477323,0.207171405,0.399002978,0.124437781,0.000921145,0.006869698,0.000226422,0.000175507,0.02983871,0.014015246,0.399561294,0.011392268,0.766879777,0.286269451,0.337599558,0.040612248,0.006000783,0.002470819,0.08693361,0.356587616,0.277504104,0.003583078,0.75426194,0.732982647,0.329800774,0.006467075,0.950547859,0.002763363,0.011844299,0.000115711,0.000102098,0.593930137,4000000000.0,0.671569299,0.36006708,0.75426194,0.329800774,0.114210473,0.638990922,0.458357348,0.621024595,0.313986227,0.039917868,0,0.832948472,0.037664785,0.625541511,0.607574814,0.842747741,0.278611798,0.026817936,0.565282927,1,0.034860375,5
68,0,0.566616292,0.636066289,0.62150008,0.600224852,0.600210438,0.999041305,0.797602781,0.809502011,0.303745681,0.781773484,3350000000.0,1310000000.0,0.461986362,870000000.0,0.069440227,0.263789979,0.263789979,0.263789979,0.283256122,0.318985641,0.073914424,0.123035583,0.233185208,0.022063608,0.848004819,0.689460484,0.689460484,0.2176003,9270000000.0,0.000611532,0.264246917,0.370785366,0.016881695,0.015552966,0.63062458,0.002898075,0.071046346,0.928953654,0.007530926,0.370465887,0.006540655,0.123007149,0.228293492,0.401782903,0.193403298,0.00067767,0.00932127,0.00026177,0.001191484,0.038870968,0.023603543,0.398283621,0.00268687,0.869056562,0.638963584,0.672856872,0.188729593,0.015484157,0.013240095,0.075327726,0.342423357,0.277045107,0.003959926,0.98185659,0.738377488,0.328799529,5540000000.0,0.951413131,0.003208826,0.009353145,0.000154565,0.000152085,0.593988761,0.000122206,0.671585513,0.076698852,0.98185659,0.328799529,0.110979516,0.669333947,0.468458783,0.568754266,0.317816501,0.017377663,0,0.849576191,0.014224984,0.626337718,0.600223226,0.843320141,0.276880796,0.026794695,0.56517521,1,0.054242994,5
79,0,0.588992346,0.629851723,0.62503346,0.603907522,0.60393635,0.999057135,0.797533196,0.809423241,0.303591235,0.78168801,7760000000.0,5640000000.0,0.468433104,0.001309131,0.194857779,0.197589651,0.197589651,0.197589651,0.252623617,0.330975454,0.069256016,0.126374074,0.20810424,0.022093302,0.848033993,0.689423696,0.689423696,0.217595694,9730000000.0,0.000518876,0.264078296,0.393157856,0.009653636,0.007137982,0.630688963,0.00502102,0.104785803,0.895214197,0.005210883,0.370332802,0.005365848,0.126337388,0.207194028,0.399343268,0.299850075,0.003520234,0.001796624,0.000251452,0.000424395,0.057580645,0.070469868,0.414599398,0.025358664,0.805788616,0.40846975,0.534099689,0.264315695,0.007164985,0.013499203,0.103650037,0.360378542,0.277328935,0.006779394,0.931159116,0.73545505,0.330417912,0.0,0.947669579,0.002565642,0.024873026,7320000000.0,5840000000.0,0.59393716,0.000111968,0.671572338,0.370663458,0.931159116,0.330417912,0.110933234,0.643053558,0.459304366,0.632277108,0.314584208,0.030211435,0,0.844837074,0.005544584,0.623843731,0.603906738,0.843552647,0.278420197,0.026810636,0.565249596,1,0.036122475,5
85,0,0.547847706,0.594199738,0.591466353,0.617989593,0.617535566,0.999252063,0.797597247,0.809476492,0.303295395,0.781757063,0.000100719,2090000000.0,0.463974233,0.000135014,0.17177852,0.214403101,0.214403101,0.214403101,0.247707289,0.324467709,0.038779739,0.147870695,0.200271146,0.022339182,0.848280801,0.689865793,0.689865793,0.217641766,0.000111783,0.000472062,0.264734908,0.379698968,0.010233353,0.008606503,0.63065369,0.006097995,0.118329957,0.881670043,0.005677511,0.372846876,0.005365848,0.147304053,0.198997059,0.402775638,0.133433283,0.00063912,0.009893389,0.00011923,0.000389596,0.029516129,0.014652703,0.406164492,0.006341526,0.8181059,0.522367771,0.598656817,0.121609011,0.008662787,0.005871726,0.109663964,0.347467399,0.277174082,0.004408905,0.875216573,0.736570863,0.331003467,0.00191714,0.941488726,0.002408184,0.028828029,0.000219114,0.00019576,0.593980132,0.000122011,0.671598077,0.188201421,0.875216573,0.331003467,0.112736144,0.676171791,0.466382407,0.590869748,0.319735736,0.02853362,0,0.82603149,0.002980105,0.624309595,0.617985005,0.842364736,0.279201452,0.026801913,0.565209168,1,0.031647571,5
87,0,0.561448837,0.619494113,0.603940254,0.601327491,0.601183355,0.999032985,0.797481318,0.809384703,0.303551355,0.78164815,5750000000.0,2360000000.0,0.453660787,0.000353035,0.185949995,0.179469892,0.179469892,0.179469892,0.236361917,0.311629058,0.058744347,0.114974351,0.191910823,0.022146163,0.848088696,0.68949231,0.68949231,0.217603997,9160000000.0,0.000529856,0.264341718,0.364768451,0.022304455,0.021224923,0.63065506,0.002471297,0.062792877,0.937207123,0.007093413,0.371087695,0.005365848,0.114986891,0.190415504,0.403750956,0.404797601,0.000986071,0.006410295,0.001524954,0.00200245,0.064677419,0.126093151,0.422333281,0.008346512,0.905561819,0.789033484,0.775157817,0.079984839,0.021884756,0.006416481,0.065814443,0.318287861,0.276991885,0.001435225,0.963860554,0.740070777,0.328387495,0.0,0.948045624,0.002556793,0.023555936,7750000000.0,8490000000.0,0.593960598,2460000000.0,0.671560315,0.093971081,0.963860554,0.328387495,0.110933234,0.592496829,0.439577123,0.517308578,0.308576281,0.013136444,0,0.841028094,0.000392723,0.624453488,0.601324646,0.842700499,0.276571283,0.026802058,0.565209847,1,0.061450434,5
92,0,0.512748013,0.575719581,0.559398255,0.606321798,0.606321798,0.999058406,0.797513828,0.809408399,0.303554738,0.781672852,0.00011448,3460000000.0,0.462237991,0.000145015,0.195363903,0.202983439,0.202983439,0.202983439,0.232201948,0.318490486,0.036843777,0.111961567,0.187693003,0.02214128,0.848095907,0.689493983,0.689493983,0.217603874,7380000000.0,0.000483117,0.264139683,0.37476249,0.012564703,0.011460573,0.63062869,0.002836976,0.069897512,0.930102488,0.007185043,0.370241096,0.005472482,0.111966063,0.186712918,0.398275509,0.157421289,0.001030708,0.006139606,0.000440997,0.000913849,0.031774194,0.051331463,0.408663305,0.00748212,0.814699285,0.427188174,0.448345871,0.080851033,0.011597683,0.006341062,0.067329347,0.342934377,0.277058353,0.002850222,0.890317583,0.735396273,0.328509342,0.0,0.945818109,0.002436593,0.020607288,0.000112092,0.000112054,0.593959524,5860000000.0,0.671579074,0.08774848,0.890317583,0.328509342,0.110933234,0.6550263,0.463547206,0.569883534,0.31604781,0.023309392,0,0.820881077,0.001109017,0.624037896,0.606320905,0.841557476,0.276836435,0.026795291,0.565178031,1,0.055148903,5
110,0,0.520401696,0.577954645,0.568178168,0.607280301,0.607691088,0.999037261,0.797498472,0.809397592,0.303572141,0.78165994,0.000157613,4750000000.0,0.466146633,0.000730073,0.187468367,0.215751549,0.215751549,0.215751549,0.237118276,0.326695904,0.053359953,0.114241511,0.192136778,0.02217551,0.848836953,0.689977861,0.689977861,0.21765789,7320000000.0,0.000467071,0.265426487,0.387085056,0.010018689,0.009397532,0.630772524,0.003936749,0.088913747,0.911086253,0.00622281,0.370619102,0.005365848,0.11369225,0.191079104,0.397032246,0.179910045,0.001353312,0.004669174,0.001274839,0.000655884,0.036451613,0.050614691,0.404864205,0.009721287,0.80482002,0.506960588,0.494875255,0.145478352,0.009967283,0.008303781,0.092691857,0.354603252,0.276998067,0.000487895,0.975683351,0.735128563,0.329680759,0.0,0.936285267,0.002368736,0.031278488,0.000107894,0.000116732,0.593947925,9250000000.0,0.671569352,0.131788079,0.975683351,0.329680759,0.110933234,0.63693661,0.457589069,0.60548469,0.31376553,0.029133848,0,0.821364163,0.005010428,0.623943021,0.607277525,0.841727562,0.277633887,0.026832915,0.565349941,1,0.043017473,5
112,0,0.549846439,0.611371566,0.586487499,0.612735842,0.613470935,0.999159741,0.797594619,0.809461259,0.303483921,0.781717624,0.000127778,2260000000.0,0.475562601,0.000219022,0.238080777,0.208672201,0.208672201,0.208672201,0.247423655,0.332284077,0.048323427,0.140053742,0.20727574,0.022069139,0.848020288,0.689451943,0.689451943,0.217594612,5850000000.0,0.000468918,0.264076742,0.384784472,0.018180911,0.016159963,0.630642388,0.002222344,0.057683587,0.942316413,0.009593822,0.370262345,0.005886833,0.14001661,0.206326823,0.399269583,0.185907046,0.000908971,0.00695765,0.000309538,0.002121976,0.036129032,0.139791137,0.484667918,0.008441059,0.857686221,0.55186558,0.583987933,0.126095564,0.016588872,0.010945603,0.060787141,0.381703985,0.277045611,0.004461811,0.963963804,0.737432438,0.328175022,0.0,0.951424775,0.00247143,0.034512197,0.000113134,0.000112016,0.593972879,7100000000.0,0.67157205,0.046797398,0.963963804,0.328175022,0.110933234,0.642360872,0.459034343,0.644678248,0.314500146,0.016134771,0,0.844743375,0.002686595,0.624078306,0.612735912,0.842858578,0.276390675,0.026798284,0.565192154,1,0.066861994,5
113,0,0.546775216,0.626635412,0.598586648,0.614443852,0.614443852,0.999109478,0.79760624,0.80950162,0.303609362,0.781743729,0.000193691,0.000162994,0.47770816,0.0,0.085939872,0.198516708,0.198516708,0.198516708,0.250638177,0.345971564,0.045283361,0.126618354,0.208706786,0.022104886,0.848018512,0.689442479,0.68944297,0.217593906,6390000000.0,0.00048127,0.264077519,0.401819977,0.016774987,0.014131234,0.630629032,0.004164729,0.092450948,0.907549052,0.015029315,0.369637181,0.005445671,0.126606087,0.205881909,0.399711692,0.175412294,0.001251864,0.005050872,0.000107574,0.004552603,0.038548387,0.031699543,0.407656996,0.000848459,0.897698652,0.730004836,0.840062586,0.266435137,0.014075799,0.01490911,0.094558998,0.38764983,0.277105985,0.007319889,0.958360917,0.740776119,0.329813503,0.0,0.950555527,0.002455204,0.042589336,0.000186329,0.000166171,0.594002349,0.000164386,0.671613261,0.018929335,0.958360917,0.329813503,0.110933234,0.72882609,0.482544954,0.707686272,0.326242163,0.017487869,0,0.852116561,0.002678824,0.624045892,0.614443037,0.843833739,0.277799715,0.026795932,0.565181064,1,0.04127403,5
